Nominal CL_scaled,Nominal AK_scaled,Nominal TF_scaled,Nominal TO_scaled,Total_Mutasi_scaled,Selisih_Final_scaled,Jumlah_Titik_Mutasi,Hari,Hari_dalam_Minggu,Akhir_Pekan,Is_Outlier_Nominal,Jenis_Bayar_Encoded,Akun_Closing_Encoded
0.24069394401069472,0.27265621765349146,-0.17726053497137864,-0.38434151536826466,0.02887317503892719,0.09281254742842047,1,15,4,0,0,9,0
-0.22783631696052364,-0.15891612247058776,0.014303803376178868,-0.38434151536826466,-0.1010623412820506,-0.01655104579789602,2,17,6,1,0,9,2
-0.4456675343055651,-0.35964744345853156,-0.17726053497137864,-0.38434151536826466,-0.3270371522750555,0.09271566427881912,0,16,5,1,0,5,7
0.041697865925421185,0.08932161115116943,-0.17726053497137864,-0.38434151536826466,-0.07432198864787837,0.09279069408640513,1,5,1,0,0,9,0
-0.2568819314813115,-0.18568163681112018,-0.011239385499084448,-0.38434151536826466,-0.13119382257985787,-0.0019814226762668247,2,6,2,0,0,9,0
-0.2534227717498722,-0.18249402343383164,-0.008197343806125235,-0.38434151536826466,-0.12760534258128894,-0.0037165780322850612,2,25,0,0,0,9,2
-0.13592896973830376,-0.07460896765565135,-0.17726053497137864,-0.38434151536826466,-0.16659503647002202,0.09292545636216641,1,11,0,0,0,9,0
-0.22783631696052364,-0.15891612247058776,0.014303803376178868,-0.38434151536826466,-0.1010623412820506,-0.01655104579789602,2,15,4,0,0,9,2
-0.17558877337625764,-0.11077004602722614,0.06025114847663503,3.2257321588632104,0.1414508128781623,-0.224870213893355,3,12,1,0,0,9,2
-0.22783631696052364,-0.35964744345853156,-0.17726053497137864,1.7817026891706205,-0.21404974677855304,0.09271566427881912,1,29,4,0,0,9,0
-0.07846219018645056,-0.02108061539219967,-0.17726053497137864,-0.38434151536826466,-0.1364650616709547,0.09261368201608085,1,12,1,0,0,9,0
-0.08380050721951972,-0.026433450618544838,-0.17726053497137864,-0.38434151536826466,-0.13947805915086142,0.09284969810984656,1,4,0,0,0,9,0
-0.4456675343055651,-0.35964744345853156,-0.17726053497137864,1.7817026891706205,-0.21404974677855304,-0.01655104579789602,1,14,3,0,0,6,7
-0.4456675343055651,-0.35964744345853156,-0.17726053497137864,-0.38434151536826466,-0.3270371522750555,0.09271566427881912,0,8,4,0,0,5,7
0.41579974638567974,0.4339103788471396,-0.17726053497137864,-0.38434151536826466,0.11963972412111747,0.09287009456239421,1,15,4,0,0,9,0
-0.0807624878416142,-0.02375703300537225,-0.17726053497137864,-0.38434151536826466,-0.13797156041090805,0.09291671502536028,1,30,5,1,0,9,0
-0.27721139289206637,-0.2044152218945217,-0.17726053497137864,-0.38434151536826466,-0.23966022535776024,0.09271566427881912,1,11,0,0,0,9,0
0.6654357736712129,0.6642335111751261,0.7998619024027198,-0.38434151536826466,0.8256046181468841,-0.4646268713673526,2,12,1,0,1,9,2
-0.24130119060867847,-0.1709600017298644,-0.17726053497137864,-0.38434151536826466,-0.22082899110834317,0.09251752731121335,1,19,1,0,0,9,0
0.3692985903149759,0.3910876970363783,-0.17726053497137864,-0.38434151536826466,0.09553574428186362,0.09285479722298347,1,1,4,0,0,9,0
0.42565733507460063,-0.35964744345853156,-0.17726053497137864,-0.38434151536826466,-0.3270371522750555,0.5297825045856797,0,13,2,0,0,9,0
-0.22783631696052364,-0.15891612247058776,-0.17726053497137864,-0.38434151536826466,-0.21404974677855304,0.09271566427881912,1,20,2,0,0,9,0
-0.22783631696052364,-0.15891612247058776,-0.17726053497137864,-0.38434151536826466,-0.21404974677855304,0.09271566427881912,1,1,4,0,0,9,0
-0.24235839811685975,-0.17229821053645067,0.0015328474863417014,-0.38434151536826466,-0.11612732868158426,-0.009266598459448345,2,11,0,0,0,9,2
-0.22783631696052364,-0.35964744345853156,-0.17726053497137864,1.7817026891706205,-0.21404974677855304,0.09271566427881912,1,9,5,1,0,9,0
-0.22783631696052364,-0.35964744345853156,-0.17726053497137864,1.7817026891706205,-0.21404974677855304,0.09271566427881912,1,22,4,0,0,9,0
-0.15522591117884316,-0.09200568214127315,-0.17726053497137864,-0.38434151536826466,-0.1763872782797189,0.09271566427881912,1,5,1,0,0,0,0
-0.10656241722396091,0.12663221088760185,0.2868117372491133,-0.38434151536826466,0.22039586634793853,-0.26659115757958024,2,6,2,0,1,9,0
0.5751519951222713,0.5810370696696564,0.7204648696356022,-0.38434151536826466,0.7319455914839833,-0.41933946226422336,2,22,4,0,1,9,2
-0.2026695503165932,-0.13549746835532764,-0.17726053497137864,-0.38434151536826466,-0.2008678828039611,0.09259182867406551,1,4,0,0,0,9,0
-0.22783631696052364,-0.35964744345853156,-0.17726053497137864,1.7817026891706205,-0.21404974677855304,0.09271566427881912,1,29,4,0,0,9,0
0.07116752521597403,0.11675489168618841,-0.17726053497137864,-0.38434151536826466,-0.05888037656335637,0.09263990602649927,1,29,4,0,0,9,0
0.06260530616619826,0.10872563884667066,-0.17726053497137864,-0.38434151536826466,-0.06339987278321646,0.09271566427881912,1,22,4,0,0,9,0
-0.10146516673808695,-0.04249195629758034,-0.17726053497137864,-0.38434151536826466,-0.14851705159058162,0.09273023317349602,1,26,1,0,0,9,0
0.42565733507460063,-0.35964744345853156,-0.17726053497137864,-0.38434151536826466,-0.3270371522750555,0.5297825045856797,0,17,6,1,0,9,0
-0.0826155053971627,-0.025095241811958546,0.14201336227455053,-0.38434151536826466,0.04958753271328597,-0.08939551918237279,2,29,4,0,0,9,2
-0.24308014555032964,-0.35964744345853156,-0.17726053497137864,-0.38434151536826466,-0.3270371522750555,0.1943358899843657,0,3,6,1,0,9,0
1.3550705290801106,16.311757868993496,12.593695354865789,-0.38434151536826466,16.589437198661287,-15.363424698439461,2,31,6,1,1,9,2
-0.07723071770439327,-0.019742406585613378,-0.17726053497137864,-0.38434151536826466,-0.135711812300978,0.09250295841653645,1,4,0,0,0,9,0
0.06988232103363828,0.11541668287960212,-0.17726053497137864,-0.38434151536826466,-0.059633625933333045,0.09272367717089142,1,28,3,0,0,9,0
-0.0826155053971627,-0.025095241811958546,0.14201336227455053,-0.38434151536826466,0.04958753271328597,-0.08939551918237279,2,12,1,0,0,9,2
-0.39484025025838876,-0.3128101352280113,-0.17726053497137864,-0.38434151536826466,-0.3006734243258716,0.09271566427881912,1,16,5,1,0,9,0
0.3666381450471351,0.38889169638477017,0.5370943765869642,-0.38434151536826466,0.5156364764065192,-0.31474645359985626,2,7,3,0,1,9,0
-0.2796322238208276,-0.20709163950769427,-0.17726053497137864,-0.38434151536826466,-0.24116672409771361,0.09295823637518943,1,26,1,0,0,9,0
0.12106249165291358,0.1629230955134155,0.14201336227455053,-0.38434151536826466,0.15541906919500992,-0.0895747165868986,2,5,1,0,0,9,0
-0.20169076204665615,-0.13482836395203449,-0.17726053497137864,-0.38434151536826466,-0.20049125811897275,0.0927185780577545,1,10,6,1,0,9,0
